imdbid,title,production_company
1389137.0,We Bought a Zoo,Vinyl Films
1389137.0,We Bought a Zoo,20th Century Fox
1181614.0,Wuthering Heights,Ecosse Films
1181614.0,Wuthering Heights,UK Film Council
1181614.0,Wuthering Heights,Film4 Productions
1181614.0,Wuthering Heights,Goldcrest
1181614.0,Wuthering Heights,Screen Yorkshire
1181614.0,Wuthering Heights,HanWay Films
1906426.0,Michael,Nikolaus Geyrhalter Filmproduktion
1906426.0,Michael,OFI
1906426.0,Michael,ORF
1906426.0,Michael,Filmstandort Austria (FISA)
1906426.0,Michael,Filmfonds Wien
1906426.0,Michael,Cine Tirol
1441952.0,Salmon Fishing in the Yemen,Shine Pictures
1441952.0,Salmon Fishing in the Yemen,UK Film Council
1441952.0,Salmon Fishing in the Yemen,BBC Films
1441952.0,Salmon Fishing in the Yemen,CBS Films
1441952.0,Salmon Fishing in the Yemen,Lionsgate
1441952.0,Salmon Fishing in the Yemen,Kudos
1441952.0,Salmon Fishing in the Yemen,Davis Films
1445520.0,Footnote,United King Films
1445520.0,Footnote,Movie Plus Productions
1204340.0,Tyrannosaur,WarpX
1204340.0,Tyrannosaur,Inflammable Films
1674057.0,All Together,Les Films de la Butte
1674057.0,All Together,Rommel Film
1674057.0,All Together,Manny Films
1821593.0,Bullhead,Waterland Film
1821593.0,Bullhead,Artémis Productions
1821593.0,Bullhead,Savage Film
1372686.0,Coriolanus,BBC Films
1372686.0,Coriolanus,Synchronistic Pictures
1372686.0,Coriolanus,Icon Entertainment International
1372686.0,Coriolanus,Lipsync Productions
1372686.0,Coriolanus,Atlantic Swiss Productions
1372686.0,Coriolanus,Hermetof Pictures
1372686.0,Coriolanus,Magna Films
1372686.0,Coriolanus,Kalkronkie
1372686.0,Coriolanus,Artemis Films
1372686.0,Coriolanus,Lonely Dragon
1372686.0,Coriolanus,Magnolia Mae Films
1948150.0,Singham,Reliance Entertainment
1711366.0,Dead Space: Aftermath,Clemensen Capital
1711366.0,Dead Space: Aftermath,Film Roman Productions
1711366.0,Dead Space: Aftermath,Starz Media
1711366.0,Dead Space: Aftermath,Electronic Arts (EA)
1711366.0,Dead Space: Aftermath,Gotham Group
1711366.0,Dead Space: Aftermath,Visceral Games
1711366.0,Dead Space: Aftermath,Pumpkin Studio
1711366.0,Dead Space: Aftermath,Pixtation
2224455.0,Superman vs. The Elite,DC Comics
2224455.0,Superman vs. The Elite,Warner Premiere
2224455.0,Superman vs. The Elite,Warner Bros. Animation
2224455.0,Superman vs. The Elite,DC Entertainment
485985.0,Red Tails,Lucasfilm Ltd.
485985.0,Red Tails,20th Century Fox
1596350.0,This Means War,Dune Entertainment
1596350.0,This Means War,Overbrook Entertainment
1596350.0,This Means War,Robert Simonds Productions
1277953.0,Madagascar 3: Europe's Most Wanted,DreamWorks Animation
1277953.0,Madagascar 3: Europe's Most Wanted,Pacific Data Images
1232829.0,21 Jump Street,Columbia Pictures
1232829.0,21 Jump Street,Relativity Media
1232829.0,21 Jump Street,Original Film
1232829.0,21 Jump Street,Metro-Goldwyn-Mayer
948470.0,The Amazing Spider-Man,Marvel Entertainment
948470.0,The Amazing Spider-Man,Laura Ziskin Productions
948470.0,The Amazing Spider-Man,Columbia Pictures
948470.0,The Amazing Spider-Man,Matt Tolmach Productions
948470.0,The Amazing Spider-Man,Avi Arad Productions
1637725.0,Ted,Universal Pictures
1637725.0,Ted,MRC
1637725.0,Ted,Fuzzy Door Productions
1637725.0,Ted,Bluegrass Films
1637725.0,Ted,Smart Entertainment
1859650.0,To Rome with Love,Mediapro
1859650.0,To Rome with Love,Perdido Productions
1859650.0,To Rome with Love,Medusa Film
1859650.0,To Rome with Love,Gravier Productions
1298649.0,The Watch,21 Laps Entertainment
1726669.0,Killer Joe,ANA Media
1726669.0,Killer Joe,Picture Perfect (I)
1726669.0,Killer Joe,Worldview Entertainment
1726669.0,Killer Joe,Voltage Pictures
2077851.0,Sleepwalk with Me,Sleepwalkers Anonymous
1922777.0,Sinister,Automatik Entertainment
1922777.0,Sinister,Blumhouse Productions
1922777.0,Sinister,Alliance Films
1922777.0,Sinister,IM Global
1922777.0,Sinister,Possessed Pictures
1922777.0,Sinister,Summit Entertainment
2082197.0,Barfi!,Ishana Movies
2082197.0,Barfi!,UTV Motion Pictures
1866249.0,The Sessions,Such Much Films
1866249.0,The Sessions,Rhino Films
1781769.0,Anna Karenina,Working Title Films
1781769.0,Anna Karenina,Universal Pictures
1781769.0,Anna Karenina,Focus Features
975645.0,Hitchcock,Cold Spring Pictures
975645.0,Hitchcock,The Montecito Picture Company
1764183.0,Arbitrage,Lucky Monkey Pictures
1764183.0,Arbitrage,Lionsgate
1764183.0,Arbitrage,Green Room Films
1764183.0,Arbitrage,Treehouse Pictures
1764183.0,Arbitrage,Parlay Films
1764183.0,Arbitrage,LB Productions
1764183.0,Arbitrage,Artina Films
1764183.0,Arbitrage,Alvernia Studios
1397280.0,Taken 2,EuropaCorp
1397280.0,Taken 2,Grive Productions
1397280.0,Taken 2,M6 Films
1397280.0,Taken 2,Ciné+
1397280.0,Taken 2,20th Century Fox
1397280.0,Taken 2,Canal+
1397280.0,Taken 2,Dune Entertainment
1397280.0,Taken 2,Karma Film Prod
1397280.0,Taken 2,Taken 2
1397280.0,Taken 2,Universum Film
2258337.0,Eega,Vaaraahi Chalana Chitram
1477855.0,Hyde Park on Hudson,Free Range Films
1477855.0,Hyde Park on Hudson,Daybreak Pictures
1649419.0,The Impossible,Summit Entertainment
1649419.0,The Impossible,Apaches Entertainment
1649419.0,The Impossible,Canal+ España
1649419.0,The Impossible,ICAA
1649419.0,The Impossible,Institut Valenciã de Cinematografia (IVAC)
1649419.0,The Impossible,Mediaset España
1649419.0,The Impossible,La Trini
1649419.0,The Impossible,Generalitat Valenciana
1649419.0,The Impossible,Telecinco Cinema
2106476.0,The Hunt,Zentropa Entertainments
2106476.0,The Hunt,Det Danske Filminstitut
2106476.0,The Hunt,DR
2106476.0,The Hunt,Eurimages
2106476.0,The Hunt,MEDIA Programme of the European Union
2106476.0,The Hunt,Svenska Filminstitutet
2106476.0,The Hunt,SVT
2106476.0,The Hunt,Film i Väst
2106476.0,The Hunt,Nordisk Film & TV Fond
423455.0,Hemingway & Gellhorn,HBO
423455.0,Hemingway & Gellhorn,Attaboy Films
423455.0,Hemingway & Gellhorn,For Whom Productions
1362058.0,Cockneys vs Zombies,Tea Shop & Film Company
763831.0,A Thousand Words,Paramount
763831.0,A Thousand Words,Saturn Films
763831.0,A Thousand Words,Varsity Pictures
763831.0,A Thousand Words,DreamWorks Pictures
1735839.0,Any Questions for Ben?,Working Dog
1735839.0,Any Questions for Ben?,Village Roadshow Entertainment
1965065.0,Save the Date,Instinctive Film
1965065.0,Save the Date,Enumerated Pictures
1965065.0,Save the Date,Gilbert Films
2062969.0,Sister,Vega Film
2062969.0,Sister,Archipel 33>35
2062969.0,Sister,Bande à Part Films
2062969.0,Sister,Ciné+
2062969.0,Sister,Office Fédéral de la Culture
2062969.0,Sister,Zuercher Filmstiftung
2062969.0,Sister,Fonds Regio Films
2062969.0,Sister,Suissimage
2062969.0,Sister,Eurimages
2062969.0,Sister,CNC
2062969.0,Sister,Canal+
2062969.0,Sister,RTS
1823125.0,Greetings from Tim Buckley,From A to Z Productions
1823125.0,Greetings from Tim Buckley,Archer Gray
1823125.0,Greetings from Tim Buckley,Smuggler
1667889.0,Ice Age: Continental Drift,Blue Sky Studios
1667889.0,Ice Age: Continental Drift,20th Century Fox Animation
1667889.0,Ice Age: Continental Drift,20th Century Fox
2287715.0,Ego,Filmlance International
1588173.0,Warm Bodies,Summit Entertainment
1588173.0,Warm Bodies,Entertainment One
1588173.0,Warm Bodies,Mandeville Films
2024432.0,Identity Thief,Stuber Productions
2024432.0,Identity Thief,Aggregate Films
2024432.0,Identity Thief,DumbDumb
2024432.0,Identity Thief,Universal Pictures
453562.0,42,Warner Bros. Pictures
453562.0,42,Legendary Pictures
1951261.0,The Hangover Part III,Green Hat Films
1951261.0,The Hangover Part III,Legendary Pictures
1951261.0,The Hangover Part III,BenderSpink
2243389.0,I'm So Excited!,El Deseo
2334879.0,White House Down,Iron Horse Entertainment
2334879.0,White House Down,Columbia Pictures
2334879.0,White House Down,Mythology Entertainment
2334879.0,White House Down,Centropolis Entertainment
1213663.0,The World's End,Big Talk Productions
1213663.0,The World's End,Working Title Films
2191701.0,Grown Ups 2,Columbia Pictures
2191701.0,Grown Ups 2,Sony Pictures
2191701.0,Grown Ups 2,Happy Madison Productions
2387433.0,Dark Skies,Cinema Vehicle Services
2387433.0,Dark Skies,Alliance Films
2387433.0,Dark Skies,Automatik Entertainment
2387433.0,Dark Skies,Blumhouse Productions
2279864.0,Clear History,HBO Films
2279864.0,Clear History,Fox Searchlight Pictures
1433811.0,Disconnect,Lionsgate
1433811.0,Disconnect,Exclusive Media
1433811.0,Disconnect,Wonderful Films PLC
1433811.0,Disconnect,LD Entertainment
2218003.0,Closed Circuit,Focus Features
2218003.0,Closed Circuit,Working Title Films
1211956.0,Escape Plan,Knightsbridge Entertainment
1211956.0,Escape Plan,Summit Entertainment
1211956.0,Escape Plan,Atmosphere Entertainment MM
1211956.0,Escape Plan,EFO Films
1211956.0,Escape Plan,Mark Canton Productions
1211956.0,Escape Plan,Envision Entertainment
1211956.0,Escape Plan,Boies/Schiller Film Group
1982177.0,Exit Marrakech,Desert Flower
1982177.0,Exit Marrakech,ARD
1982177.0,Exit Marrakech,Constantin Film
1731141.0,Ender's Game,Digital Domain
1731141.0,Ender's Game,Chartoff Productions
1731141.0,Ender's Game,Taleswapper
1731141.0,Ender's Game,K/O Paper Products
1731141.0,Ender's Game,OddLot Entertainment
1932718.0,Thanks for Sharing,Olympus Pictures
1932718.0,Thanks for Sharing,Class 5 Films
1798709.0,Her,Annapurna Pictures
1798709.0,Her,Warner Bros. Pictures
1798709.0,Her,Ascot Elite - Ascot Life!
2226417.0,Insidious: Chapter 2,FilmDistrict
2226417.0,Insidious: Chapter 2,Sony Pictures
2226417.0,Insidious: Chapter 2,Blumhouse Productions
1335975.0,47 Ronin,Mid Atlantic Films
1335975.0,47 Ronin,Stuber Productions
1335975.0,47 Ronin,Moving Picture Company
1335975.0,47 Ronin,H2F Entertainment
1335975.0,47 Ronin,Universal Pictures
1335975.0,47 Ronin,Relativity Media
3103576.0,Love Is the Perfect Crime,Mollywood
3103576.0,Love Is the Perfect Crime,Gaumont
3103576.0,Love Is the Perfect Crime,Entre Chien et Loup
3103576.0,Love Is the Perfect Crime,ARTE France Cinéma
3103576.0,Love Is the Perfect Crime,RTS
3103576.0,Love Is the Perfect Crime,Vega Film
3103576.0,Love Is the Perfect Crime,Arena Films
3103576.0,Love Is the Perfect Crime,Auvergne-Rhône-Alpes Cinéma
1321511.0,Oldboy,40 Acres and a Mule Filmworks
1321511.0,Oldboy,Vertigo Entertainment
1321511.0,Oldboy,Good Universe
1321511.0,Oldboy,OB Productions
2258345.0,Fading Gigolo,Antidote Films
2017561.0,Journey to the West: Conquering the Demons,China Film Group Corporation
2017561.0,Journey to the West: Conquering the Demons,Huayi Brothers Pictures
2017561.0,Journey to the West: Conquering the Demons,EDKO Film
2017561.0,Journey to the West: Conquering the Demons,Bingo Movie Development
2017561.0,Journey to the West: Conquering the Demons,Village Roadshow Pictures Asia
2017561.0,Journey to the West: Conquering the Demons,Chinavision Media Group
2170299.0,Bad Words,Darko Entertainment
2170299.0,Bad Words,Aggregate Films
2179116.0,The Kings of Summer,Low Spark Films
2179116.0,The Kings of Summer,Big Beach
2312718.0,Homefront,Open Road Films
2312718.0,Homefront,Millennium Films
2312718.0,Homefront,Universal Pictures
1714206.0,The Spectacular Now,Global Produce
1714206.0,The Spectacular Now,21 Laps Entertainment
1714206.0,The Spectacular Now,Andrew Lauren Productions
3089388.0,Tim's Vermeer,High Delft Pictures
2207050.0,Cycling with Molière,France 2 Cinéma
2207050.0,Cycling with Molière,Les Films des Tournelles
2207050.0,Cycling with Molière,Pathé
2207050.0,Cycling with Molière,Appaloosa Dévelopment
2992146.0,Young Detective Dee: Rise of the Sea Dragon,Huayi Brothers Pictures
2992146.0,Young Detective Dee: Rise of the Sea Dragon,China Film Co-Production Corporation
2379082.0,Monster Pies,Indie Melbourne Productions
2820466.0,Justice League: The Flashpoint Paradox,Studio 4°C
2820466.0,Justice League: The Flashpoint Paradox,DC Entertainment
2820466.0,Justice League: The Flashpoint Paradox,Warner Bros. Animation
2820466.0,Justice League: The Flashpoint Paradox,Warner Premiere
1043726.0,The Legend of Hercules,Millennium Films
1234721.0,RoboCop,Columbia Pictures
1234721.0,RoboCop,Strike Entertainment
1234721.0,RoboCop,Metro-Goldwyn-Mayer
2473682.0,Paranormal Activity: The Marked Ones,Blumhouse Productions
2473682.0,Paranormal Activity: The Marked Ones,Solana Films
2473682.0,Paranormal Activity: The Marked Ones,Room 101
2382396.0,Joe,Rough House Pictures
2382396.0,Joe,Worldview Entertainment
2382396.0,Joe,Dreambridge Films
2382396.0,Joe,Muskat Filmed Properties
2382396.0,Joe,Lionsgate
2707858.0,Yves Saint Laurent,SND
2707858.0,Yves Saint Laurent,WY Productions
2707858.0,Yves Saint Laurent,Hérodiade
2707858.0,Yves Saint Laurent,uMedia
2223990.0,Draft Day,Lionsgate
2223990.0,Draft Day,Summit Entertainment
2223990.0,Draft Day,OddLot Entertainment
831387.0,Godzilla,RatPac Entertainment
831387.0,Godzilla,Toho
831387.0,Godzilla,Disruption Entertainment
831387.0,Godzilla,Warner Bros. Pictures
831387.0,Godzilla,Legendary Pictures
2557490.0,A Million Ways to Die in the West,RGB Media
2557490.0,A Million Ways to Die in the West,Bluegrass Films
2557490.0,A Million Ways to Die in the West,Fuzzy Door Productions
2557490.0,A Million Ways to Die in the West,MRC
2545186.0,Best in Bed,Universal Pictures France
3184934.0,The New Girlfriend,Mars Films
3184934.0,The New Girlfriend,FOZ
3184934.0,The New Girlfriend,France 2 Cinéma
3184934.0,The New Girlfriend,Mandarin Cinéma
3175038.0,Ek Villain,Balaji Motion Pictures
2234003.0,Calvary,Lipsync Productions
2234003.0,Calvary,Octagon Films
2234003.0,Calvary,Reprisal Films
2234003.0,Calvary,Screen Ireland
1742044.0,Jersey Boys,Warner Bros. Pictures
1267297.0,Hercules,Paramount
1267297.0,Hercules,Radical Studios
1267297.0,Hercules,Flynn Picture Company
1267297.0,Hercules,Metro-Goldwyn-Mayer
2294449.0,22 Jump Street,Columbia Pictures
2294449.0,22 Jump Street,Original Film
2294449.0,22 Jump Street,MRC
2294449.0,22 Jump Street,LStar Capital
2294449.0,22 Jump Street,Metro-Goldwyn-Mayer
2294449.0,22 Jump Street,Stephen J. Cannell Productions
2294449.0,22 Jump Street,75 Year Plan Productions
2294449.0,22 Jump Street,Storyville Films
2294449.0,22 Jump Street,JHF Productions
3307774.0,Alpha House,Broken Films
3307774.0,Alpha House,The Asylum
787474.0,The Boxtrolls,Laika Entertainment
1972571.0,A Most Wanted Man,Amusement Park Films
1972571.0,A Most Wanted Man,Lionsgate
1972571.0,A Most Wanted Man,Demarest Films
1972571.0,A Most Wanted Man,FilmNation Entertainment
1972571.0,A Most Wanted Man,Senator Film
1972571.0,A Most Wanted Man,The Ink Factory
1972571.0,A Most Wanted Man,Film4 Productions
1972571.0,A Most Wanted Man,Potboiler Productions
2473602.0,Get on Up,Jagged Films
2473602.0,Get on Up,Imagine Entertainment
2473602.0,Get on Up,Universal Pictures
2231489.0,Saint Seiya: Legend of Sanctuary,Toei Animation
2231489.0,Saint Seiya: Legend of Sanctuary,Marza Animation Planet
3042408.0,Who Am I,Seven Pictures
3042408.0,Who Am I,Deutsche Columbia Pictures Film Produktion
3042408.0,Who Am I,Wiedemann & Berg Film
1872194.0,The Judge,Village Roadshow Pictures
1872194.0,The Judge,Big Kid Pictures
1872194.0,The Judge,Team Downey
1872194.0,The Judge,Warner Bros. Pictures
4114744.0,Whisper If I Forget,Mars Dagitim
4114744.0,Whisper If I Forget,TAFF Pictures
2084970.0,The Imitation Game,Bristol Automotive
2084970.0,The Imitation Game,Black Bear Pictures
2084970.0,The Imitation Game,The Weinstein Company
1371150.0,This Is Where I Leave You,Spring Creek Productions
1371150.0,This Is Where I Leave You,21 Laps Entertainment
1371150.0,This Is Where I Leave You,Warner Bros. Pictures
1528100.0,Exodus: Gods and Kings,Volcano Films
1528100.0,Exodus: Gods and Kings,Chernin Entertainment
1528100.0,Exodus: Gods and Kings,Scott Free Productions
1528100.0,Exodus: Gods and Kings,Babieka Films
2808680.0,No Thanks,Kinotar
2639344.0,Love Is Strange,Parts and Labor
