imdbid,title,production_company
46750.0,Late Chrysanthemums,Toho
47443.0,Salt of the Earth,"Intl Union of Mine, Mill & Smelter Workers"
47443.0,Salt of the Earth,Independent Production Company (IPC)
47638.0,Woman of Rumor,Daiei Film
46828.0,Carmen Jones,Carlyle Productions
47238.0,Poverty and Nobility,Excelsa Films
47238.0,Poverty and Nobility,Minerva Film
47127.0,Jail Bait,Howco Productions Inc.
48728.0,To Catch a Thief,Paramount
48424.0,The Night of the Hunter,Paul Gregory Productions
48424.0,The Night of the Hunter,United Artists
47969.0,Daddy Long Legs,20th Century Fox
48281.0,The Ladykillers,Ealing Studios
48281.0,The Ladykillers,Michael Balcon Productions
48140.0,Guys and Dolls,Samuel Goldwyn Productions
46911.0,Diabolique,Véra Films
46911.0,Diabolique,Filmsonor
46969.0,The Fast and the Furious,American Releasing Corporation (ARC)
46969.0,The Fast and the Furious,Palo Alto Productions
46969.0,The Fast and the Furious,American International Pictures
48801.0,We're No Angels,Paramount
47898.0,Bride of the Monster,Rolling M. Productions
48356.0,Marty,United Artists
48356.0,Marty,Hecht-Lancaster Productions
48445.0,Oklahoma!,RKO Radio Pictures
48445.0,Oklahoma!,Magna Corporation
48673.0,Summertime,London Films Productions
48673.0,Summertime,United Artists
48473.0,Pather Panchali,Government of West Bengal
48124.0,The Glass Slipper,Metro-Goldwyn-Mayer
48401.0,My Sister Eileen,Columbia Pictures
48517.0,The Prodigal,Metro-Goldwyn-Mayer
48133.0,The Grand Manoeuvre,Filmsonor
48133.0,The Grand Manoeuvre,S.E.C.A.
48133.0,The Grand Manoeuvre,Cinétel
48133.0,The Grand Manoeuvre,Rizzoli Film
48977.0,The Bad Seed,Warner Bros. Pictures
49287.0,Gunslinger,Roger Corman Productions
49287.0,Gunslinger,American Releasing Corporation (ARC)
49287.0,Gunslinger,American International Pictures
49366.0,Invasion of the Body Snatchers,Allied Artists Pictures
49366.0,Invasion of the Body Snatchers,Walter Wanger Productions
49934.0,War and Peace,Paramount
49934.0,War and Peace,Ponti-De Laurentiis Cinematografica
49189.0,...And God Created Woman,Iéna Productions
49038.0,Bus Stop,Marilyn Monroe Productions
49038.0,Bus Stop,20th Century Fox
48956.0,Aparajito,Epic Productions
49471.0,The Man Who Never Was,Sumar Productions
49314.0,High Society,Sol C. Siegel Productions
49314.0,High Society,Bing Crosby Productions
49314.0,High Society,Metro-Goldwyn-Mayer
49043.0,Main Street,Play Art
49043.0,Main Street,Ibéria Films
49043.0,Main Street,Guión Producciones Cinematográficas
49043.0,Main Street,Suevia Films
49537.0,Flowing,Toho
49762.0,Sissi: The Young Empress,Erma-Film
49095.0,Fool's Mate,Les Films de la Pléiade
50307.0,Desk Set,20th Century Fox
50634.0,The Cranes Are Flying,Mosfilm
50419.0,Funny Face,Paramount
50783.0,Nights of Cabiria,Dino de Laurentiis Cinematografica
50783.0,Nights of Cabiria,Les Films Marceau
50766.0,Night of the Demon,Sabre Film Productions Ltd.
50766.0,Night of the Demon,Columbia Pictures
51051.0,Tammy and the Bachelor,Universal International Pictures
50861.0,The Prince and the Showgirl,Warner Bros. Pictures
50251.0,The Mysterians,Toho
50549.0,Island in the Sun,Darryl F. Zanuck Productions
50549.0,Island in the Sun,20th Century Fox
51964.0,Girls in Uniform,Productions Emile Natan
51964.0,Girls in Uniform,Central Cinema Company Film (CCC)
51964.0,Girls in Uniform,Les Films Modernes
51554.0,Dracula,Hammer Film Productions
52394.0,The Wild Women of Wongo,Jaywall Productions
52394.0,The Wild Women of Wongo,Wolcott Productions
50706.0,Mon Oncle,Gaumont Distribution
50706.0,Mon Oncle,Specta Films
50706.0,Mon Oncle,Alter Films
50706.0,Mon Oncle,Film del Centauro
50706.0,Mon Oncle,Cady Films
50706.0,Mon Oncle,Gray-Film
51383.0,Auntie Mame,Warner Bros. Pictures
52182.0,Separate Tables,Norlan Productions
52182.0,Separate Tables,Hecht-Hill-Lancaster Productions
52182.0,Separate Tables,Clifton Productions
52225.0,South Pacific,Magna Theatre Corporation
52225.0,South Pacific,South Pacific Enterprises
52225.0,South Pacific,The Rodgers & Hammerstein Organization
52225.0,South Pacific,20th Century Fox
51773.0,Indiscreet,Grandon Productions Ltd.
51773.0,Indiscreet,Warner Bros. Pictures
51776.0,The Inn of the Sixth Happiness,20th Century Fox
51459.0,Cat on a Hot Tin Roof,Avon Productions
51459.0,Cat on a Hot Tin Roof,Metro-Goldwyn-Mayer
51579.0,Love Is My Profession,CEI Incom
51579.0,Love Is My Profession,Union Cinématographique Lyonnaise (UCIL)
51579.0,Love Is My Profession,Iéna Productions
52017.0,Brink of Life,Nordisk Tonefilm
52017.0,Brink of Life,Inter-American Productions
52017.0,Brink of Life,Jerome Balsam Films
51758.0,I Want to Live!,United Artists
51758.0,I Want to Live!,Figaro
53285.0,Sleeping Beauty,Walt Disney Productions
52618.0,Ben-Hur,Metro-Goldwyn-Mayer
53131.0,The Nun's Story,Warner Bros. Pictures
52722.0,Darby O'Gill and the Little People,Walt Disney Productions
53291.0,Some Like It Hot,The Mirisch Company
53291.0,Some Like It Hot,Ashton Productions
53291.0,Some Like It Hot,United Artists
52918.0,Imitation of Life,Universal International Pictures
53318.0,"Suddenly, Last Summer",Horizon Pictures
53318.0,"Suddenly, Last Summer",Academy Pictures Corporation
53318.0,"Suddenly, Last Summer",Camp Films
53318.0,"Suddenly, Last Summer",Columbia Pictures
52846.0,The Giant Gila Monster,Hollywood Pictures Corporation (II)
51372.0,Araya,Films de l'Archer
51372.0,Araya,Caroni Films C.A.
53134.0,Good Morning,Shochiku
52844.0,Ghost of Dragstrip Hollow,Alta Vista Productions
51744.0,House on Haunted Hill,William Castle Productions
51744.0,House on Haunted Hill,Allied Artists Pictures
54462.0,The Wasp Woman,Santa Cruz Productions Inc.
54462.0,The Wasp Woman,The Filmgroup
52602.0,The Bat,Liberty Pictures
52847.0,Gidget,Columbia Pictures
53172.0,Pillow Talk,Arwin Productions
52654.0,The Bridge,Fono Film
53459.0,Eyes Without a Face,Lux Film
53459.0,Eyes Without a Face,Champs-Élysées Productions
53946.0,Inherit the Wind,Stanley Kramer Productions
53946.0,Inherit the Wind,United Artists
53604.0,The Apartment,The Mirisch Company
54215.0,Psycho,Shamley Productions
53804.0,Exodus,Carlyle Productions
53804.0,Exodus,United Artists
53579.0,Late Autumn,Shochiku
54333.0,Horrors of Spider Island,Rapid Film
54333.0,Horrors of Spider Island,Intercontinental Film GmbH
54067.0,Black Sunday,Alta Vista Productions
54067.0,Black Sunday,Galatea Film
54067.0,Black Sunday,Jolly Film
154683.0,Jigoku,Shintoho Company
53719.0,The City of the Dead,Vulcan Film
54494.0,Zazie dans le Métro,Nouvelles Éditions de Films (NEF)
54049.0,Make Mine Mink,The Rank Organisation
54452.0,La Vérité,Han Productions
54452.0,La Vérité,C.E.I.A.P.
54452.0,La Vérité,Iéna Productions
54343.0,The Story of Ruth,20th Century Fox
53976.0,The Virgin Spring,SF Studios
54476.0,Wild River,20th Century Fox
54749.0,Two Women,Cocinor
54749.0,Two Women,Les Films Marceau
54749.0,Two Women,Société Générale de Cinématographie (S.G.C.)
54749.0,Two Women,Compagnia Cinematografica Champion
53677.0,The Brides of Dracula,Hotspur Film Productions Ltd.
53677.0,The Brides of Dracula,Hammer Film Productions
53666.0,The Good Girls,Panitalia
53666.0,The Good Girls,Paris Film
54743.0,The Children's Hour,The Mirisch Company
54743.0,The Children's Hour,United Artists
55571.0,Underworld U.S.A.,Globe Enterprises
55571.0,Underworld U.S.A.,Columbia Pictures
55254.0,One Hundred and One Dalmatians,Walt Disney Productions
55184.0,The Misfits,United Artists
55184.0,The Misfits,Seven Arts Productions
55256.0,"One, Two, Three",The Mirisch Company
55256.0,"One, Two, Three",United Artists
55614.0,West Side Story,Seven Arts Productions
55614.0,West Side Story,The Mirisch Company
54692.0,Blue Hawaii,Hal Wallis Productions
55278.0,Paris Blues,Monmouth
55278.0,Paris Blues,Pennebaker Productions
55278.0,Paris Blues,Diane Productions
55278.0,Paris Blues,Jason Films
55278.0,Paris Blues,Monica Corp.
55471.0,Splendor in the Grass,Newton Productions
55471.0,Splendor in the Grass,NBI Productions
55471.0,Splendor in the Grass,Warner Bros. Pictures
55506.0,A Taste of Honey,Woodfall Film Productions
55277.0,The Parent Trap,Walt Disney Productions
55353.0,A Raisin in the Sun,Columbia Pictures
55458.0,Snow White and the Three Stooges,Chanford
54130.0,La Notte,Nepi Film
54130.0,La Notte,Silver Films
54130.0,La Notte,Sofitedip
54130.0,La Notte,Dino De Laurentiis Distribuzione
54777.0,The Curse of the Werewolf,Hammer Film Productions
55082.0,"Léon Morin, Priest",Rome Paris Films
55082.0,"Léon Morin, Priest",Concordia Compagnia Cinematografica
54599.0,Accattone,Cino del Duca
54599.0,Accattone,Arco Film
55018.0,The Innocents,Achilles
55018.0,The Innocents,20th Century Fox
55047.0,King of Kings,Samuel Bronston Productions
55047.0,King of Kings,Metro-Goldwyn-Mayer
56687.0,What Ever Happened to Baby Jane?,The Associates & Aldrich Company
56687.0,What Ever Happened to Baby Jane?,Seven Arts Productions
56687.0,What Ever Happened to Baby Jane?,Warner Bros. Pictures
56193.0,Lolita,Seven Arts Productions
56193.0,Lolita,Allied Artists
56193.0,Lolita,Transworld Pictures
56193.0,Lolita,Metro-Goldwyn-Mayer
56592.0,To Kill a Mockingbird,Pakula-Mulligan
56592.0,To Kill a Mockingbird,Brentwood Productions
55894.0,The Day of the Triffids,Allied Artists Pictures
55894.0,The Day of the Triffids,Security Pictures Ltd.
56262.0,The Music Man,Warner Bros. Pictures
55830.0,Carnival of Souls,Harcourt Productions
55830.0,Carnival of Souls,Centron Corporation
55852.0,Cléo from 5 to 7,Rome Paris Films
55852.0,Cléo from 5 to 7,Ciné-Tamaris
56048.0,Gypsy,Warner Bros. Pictures
57239.0,The L-Shaped Room,Romulus Films
57239.0,The L-Shaped Room,British Lion Films
55910.0,Sundays and Cybele,Fidès
55910.0,Sundays and Cybele,Les Films Trocadero
55910.0,Sundays and Cybele,Orsay Films
56241.0,The Miracle Worker,Playfilm Productions
56142.0,King Kong vs. Godzilla,Toho
56142.0,King Kong vs. Godzilla,Tokyo Laboratory
56059.0,Hatari!,Paramount
56059.0,Hatari!,Malabar
56194.0,The Loneliness of the Long Distance Runner,Woodfall Film Productions
56194.0,The Loneliness of the Long Distance Runner,British Lion-Columbia Distributors
55728.0,Advise & Consent,Otto Preminger Films
56671.0,Walk on the Wild Side,Columbia Pictures
56663.0,Vivre Sa Vie,Pathé Consortium Cinéma
56663.0,Vivre Sa Vie,Les Films de la Pléiade
56869.0,The Birds,Alfred J. Hitchcock Productions
56912.0,Carry On Cabby,Peter Rogers Productions
56891.0,Bye Bye Birdie,Kohlmar-Sidney Productions
56891.0,Bye Bye Birdie,Columbia Pictures
57129.0,The Haunting,Argyle Enterprises
57129.0,The Haunting,Metro-Goldwyn-Mayer
57542.0,Summer Magic,Walt Disney Productions
56983.0,Dementia 13,The Filmgroup
56983.0,Dementia 13,Roger Corman Productions
56983.0,Dementia 13,American International Pictures
57590.0,Tom Jones,Woodfall Film Productions
57076.0,From Russia with Love,United Artists
57076.0,From Russia with Love,Eon Productions
57076.0,From Russia with Love,Danjaq
57329.0,"Move Over, Darling",Arcola Pictures
57611.0,The Silence,SF Studios
56801.0,8½,Cineriz
56801.0,8½,Francinex
56443.0,Sanjuro,Toho
57541.0,Summer Holiday,Associated British Picture Corporation
57541.0,Summer Holiday,American International Pictures
57490.0,The Servant,Elstree Distributors
57490.0,The Servant,Springbok Productions
57490.0,The Servant,Associated British-Pathé
56910.0,Suzanne's Career,Les Films du Losange
57193.0,"It's a Mad, Mad, Mad, Mad World",United Artists
57193.0,"It's a Mad, Mad, Mad, Mad World",Casey Productions
56937.0,Cleopatra,MCL Films S.A.
56937.0,Cleopatra,Walwa Films S.A.
56937.0,Cleopatra,20th Century Fox
58331.0,Mary Poppins,Walt Disney Productions
58385.0,My Fair Lady,Warner Bros. Pictures
57869.0,Band of Outsiders,Orsay Films
57869.0,Band of Outsiders,Anouchka Films
57869.0,Band of Outsiders,Columbia Films
58335.0,Marriage Italian Style,Compagnia Cinematografica Champion
58335.0,Marriage Italian Style,Les Films Concordia
58213.0,"Hush... Hush, Sweet Charlotte",The Associates & Aldrich Company
58213.0,"Hush... Hush, Sweet Charlotte",20th Century Fox
57997.0,Dead Ringer,Warner Bros. Pictures
58450.0,The Umbrellas of Cherbourg,Parc Film
58450.0,The Umbrellas of Cherbourg,Madeleine Films
58450.0,The Umbrellas of Cherbourg,Beta Film
58544.0,"Ghidorah, the Three-Headed Monster",Toho
58708.0,The Unsinkable Molly Brown,Metro-Goldwyn-Mayer
58003.0,Red Desert,Federiz
58003.0,Red Desert,Francoriz Production
58003.0,Red Desert,Film Duemila
58329.0,Marnie,Universal Pictures
58329.0,Marnie,Alfred J. Hitchcock Productions
57933.0,The Chalk Garden,Ross Hunter Productions
57933.0,The Chalk Garden,Universal Pictures
58409.0,Gate of Flesh,Nikkatsu Corporation
58564.0,Seduced and Abandoned,Lux Film
58564.0,Seduced and Abandoned,Ultra Film
58564.0,Seduced and Abandoned,Vides Cinematografica
58564.0,Seduced and Abandoned,Lux Compagnie Cinématographique de France
59742.0,The Sound of Music,Robert Wise Productions
59742.0,The Sound of Music,Argyle Enterprises
59742.0,The Sound of Music,20th Century Fox
59229.0,Juliet of the Spirits,Francoriz Production
59229.0,Juliet of the Spirits,Rizzoli Film
59229.0,Juliet of the Spirits,Cineriz
59646.0,Repulsion,Compton Films
59646.0,Repulsion,Tekli British Productions
59764.0,A Study in Terror,Compton Films
59793.0,That Darn Cat!,Walt Disney Productions
59956.0,Viva Maria!,Nouvelles Éditions de Films (NEF)
59956.0,Viva Maria!,Les Productions Artistes Associés
59956.0,Viva Maria!,Vides Cinematografica
59314.0,Inside Daisy Clover,Park Place Production
59314.0,Inside Daisy Clover,Warner Bros. Pictures
59084.0,Darling,Vic Films Productions
59084.0,Darling,Joseph Janni Production
59170.0,"Faster, Pussycat! Kill! Kill!",Eve Productions Inc.
58997.0,Bunny Lake Is Missing,Wheel Productions
58361.0,I Am Twenty,Gorky Film Studios
59573.0,A Patch of Blue,Metro-Goldwyn-Mayer
58888.0,Red Beard,Toho
58888.0,Red Beard,Kurosawa Production Co.
60827.0,Persona,SF Studios
60959.0,Daisies,Filmové studio Barrandov
61122.0,The Trouble with Angels,Columbia Pictures
60479.0,The Group,Famartists Productions S.A.
60390.0,Fahrenheit 451,Anglo Enterprises
60390.0,Fahrenheit 451,Vineyard Film
60453.0,Georgy Girl,Everglades Productions
60453.0,Georgy Girl,Columbia Pictures
61107.0,Torn Curtain,Alfred J. Hitchcock Productions
60758.0,Black Girl,Filmi Domirev
60758.0,Black Girl,Les Actualités Françaises
60841.0,The Plague of the Zombies,Hammer Film Productions
60841.0,The Plague of the Zombies,Seven Arts Productions
60666.0,Manos: The Hands of Fate,Norm-Iris
60666.0,Manos: The Hands of Fate,Emerson Film Enterprises
61418.0,Bonnie and Clyde,Tatira-Hiller Productions
61418.0,Bonnie and Clyde,Warner Bros. Pictures
62362.0,Thoroughly Modern Millie,Ross Hunter Productions
62362.0,Thoroughly Modern Millie,Universal Pictures
61834.0,I Am Curious (Yellow),Sandrews
62430.0,Valley of the Dolls,Red Lion
61395.0,Belle de Jour,Paris Films Productions
61395.0,Belle de Jour,Five Films
61395.0,Belle de Jour,Robert et Raymond Hakim
61391.0,Bedazzled,Stanley Donen Films
62407.0,Two for the Road,Stanley Donen Films
62467.0,Wait Until Dark,Warner Bros. Pictures
61398.0,Berserk,Herman Cohen Productions
62136.0,PlayTime,Jolly Film
62136.0,PlayTime,Specta Films
62990.0,The Fox,Motion Pictures International
62502.0,Woman Times Seven,Joseph E. Levine Productions
62502.0,Woman Times Seven,Embassy Pictures Corporation
61735.0,Guess Who's Coming to Dinner,Stanley Kramer Productions
61735.0,Guess Who's Coming to Dinner,Columbia Pictures
62281.0,Smashing Time,Paramount
62411.0,The X from Outer Space,Shochiku
62873.0,The Young Girls of Rochefort,Parc Film
62873.0,The Young Girls of Rochefort,Madeleine Films
61385.0,Barefoot in the Park,Nancy Enterprises Inc. (I)
61385.0,Barefoot in the Park,Paramount
61385.0,Barefoot in the Park,Hal Wallis Productions
61523.0,A Countess from Hong Kong,Universal Pictures
61523.0,A Countess from Hong Kong,Charles Chaplin Productions
63522.0,Rosemary's Baby,William Castle Productions
65207.0,Where Eagles Dare,Jerry Gershwin Productions
65207.0,Where Eagles Dare,Elliott Kastner Productions
65207.0,Where Eagles Dare,Winkast Film Productions
63518.0,Romeo and Juliet,Paramount
63518.0,Romeo and Juliet,Dino de Laurentiis Cinematografica
63518.0,Romeo and Juliet,BHE Films
63518.0,Romeo and Juliet,Verona Produzione
63642.0,Star!,Robert Wise Productions
63642.0,Star!,20th Century Fox
62711.0,Barbarella,Paramount
62711.0,Barbarella,Dino de Laurentiis Cinematografica
62711.0,Barbarella,Marianne Productions
63415.0,The Party,The Mirisch Company
63227.0,The Lion in Winter,AVCO Embassy Pictures
63227.0,The Lion in Winter,Haworth Productions
63350.0,Night of the Living Dead,Image Ten
62782.0,Carry On Up the Khyber,Peter Rogers Productions
61955.0,The Bride Wore Black,Dino de Laurentiis Cinematografica
61955.0,The Bride Wore Black,Les Films du Carrosse
61955.0,The Bride Wore Black,Les Productions Artistes Associés
62994.0,Funny Girl,Columbia Pictures
62994.0,Funny Girl,Rastar Productions
63185.0,The Killing of Sister George,The Associates & Aldrich Company
63185.0,The Killing of Sister George,Palomar Pictures International
63185.0,The Killing of Sister George,Cinerama Releasing Corporation
65225.0,The Wrecking Crew,Columbia Pictures
65225.0,The Wrecking Crew,Meadway-Claude Productions Company
62803.0,Chitty Chitty Bang Bang,United Artists
62803.0,Chitty Chitty Bang Bang,Dramatic Features
62803.0,Chitty Chitty Bang Bang,Warfield
66579.0,Women in Love,Brandywine Productions Ltd.
64437.0,The Honeymoon Killers,Roxanne Company
64437.0,The Honeymoon Killers,American International Pictures
64437.0,The Honeymoon Killers,Cinerama Releasing Corporation
64840.0,The Prime of Miss Jean Brodie,20th Century Fox
65126.0,True Grit,Wallis-Hazen Inc.
64990.0,Mississippi Mermaid,Produzioni Associate Delphos
64990.0,Mississippi Mermaid,Les Films du Carrosse
64990.0,Mississippi Mermaid,Les Productions Artistes Associés
64418.0,"Hello, Dolly!",Chenault Productions
64418.0,"Hello, Dolly!",20th Century Fox
63991.0,Age of Consent,Nautilus Productions
64612.0,My Night at Maud's,Two World Entertainment
64612.0,My Night at Maud's,FFD
64612.0,My Night at Maud's,Les Films de la Pléiade
64612.0,My Night at Maud's,Les Films des deux mondes
64612.0,My Night at Maud's,Les Films du Carrosse
64612.0,My Night at Maud's,Les Films du Losange
64612.0,My Night at Maud's,Les Productions de la Guéville
64612.0,My Night at Maud's,Renn Productions
64612.0,My Night at Maud's,Simar Films
64612.0,My Night at Maud's,SFP
64816.0,The Swimming Pool,Société Nouvelle de Cinématographie
64816.0,The Swimming Pool,Tritone Cinematografica
62870.0,Marquis de Sade: Justine,Etablissement Sargon
62870.0,Marquis de Sade: Justine,American International Pictures
62870.0,Marquis de Sade: Justine,Corona Filmproduktion
62870.0,Marquis de Sade: Justine,Aica Cinematografica
65466.0,Beyond the Valley of the Dolls,20th Century Fox
65421.0,The Aristocats,Walt Disney Productions
65134.0,Two Mules for Sister Sara,Sanen Productions
65134.0,Two Mules for Sister Sara,Malpaso Productions
65134.0,Two Mules for Sister Sara,Universal Pictures
65134.0,Two Mules for Sister Sara,Martin Rackin Productions
66518.0,The Vampire Lovers,Hammer Film Productions
66518.0,The Vampire Lovers,American International Pictures
65724.0,Five Easy Pieces,Raybert Productions
65073.0,Taste the Blood of Dracula,Hammer Film Productions
65377.0,Airport,Ross Hunter Productions
65571.0,The Conformist,Marianne Productions
65571.0,The Conformist,Maran Film
65571.0,The Conformist,Mars Film Produzione
65611.0,Darling Lili,Paramount
65611.0,Darling Lili,Geoffrey Productions
65649.0,Dodes'ka-den,Yonki-no-Kai Productions
65649.0,Dodes'ka-den,Toho
66207.0,Donkey Skin,Marianne Productions
66207.0,Donkey Skin,Parc Film
65772.0,Claire's Knee,Les Films du Losange
65528.0,Catch-22,Paramount
65528.0,Catch-22,Filmways Productions
66279.0,The Railway Children,EMI Films
67961.0,Wanda,Foundation for Filmakers
67961.0,Wanda,Televentures
66227.0,Pippi in the South Seas,SF Studios
66227.0,Pippi in the South Seas,Beta Film
66227.0,Pippi in the South Seas,Nord Art AB
65904.0,The Party at Kitty and Stud's,Stallion Releasing Inc.
67820.0,Taking Off,Crown-Hausman
66817.0,Bedknobs and Broomsticks,Walt Disney Productions
67185.0,Harold and Maude,Paramount
67451.0,Mrs. Pollifax — Spy,United Artists
67451.0,Mrs. Pollifax — Spy,Meteor Films
67881.0,The Trojan Women,Josef Shaftel Productions
67439.0,Mon oncle Antoine,ONF | NFB
67588.0,Play Misty for Me,Universal Pictures
67588.0,Play Misty for Me,Malpaso Productions
67402.0,"Mary, Queen of Scots",Universal Pictures
67367.0,Lust for a Vampire,Hammer Film Productions
67341.0,Let's Scare Jessica to Death,The Jessica Company
67341.0,Let's Scare Jessica to Death,Paramount
67411.0,McCabe & Mrs. Miller,Warner Bros. Pictures
67148.0,Godzilla vs. Hedorah,Toho
67309.0,Klute,Gus Productions
67309.0,Klute,Warner Bros. Pictures
65854.0,The House That Dripped Blood,Amicus Productions
66993.0,The Devils,Russo Productions
67483.0,Nicholas and Alexandra,Columbia Pictures
67483.0,Nicholas and Alexandra,Horizon Pictures
66380.0,Vampyros Lesbos,Tele-Cine Film- und Fernsehproduktion
66380.0,Vampyros Lesbos,C. Fénix Films
66380.0,Vampyros Lesbos,CCC-Filmkunst
67919.0,The Emigrants,SF Studios
67633.0,Punishment Park,Churchill Films
67633.0,Punishment Park,Françoise Films
67633.0,Punishment Park,Chartwell
67690.0,Daughters of Darkness,Showking Films
67690.0,Daughters of Darkness,Maya Films
67690.0,Daughters of Darkness,Ciné Vog Films
67690.0,Daughters of Darkness,Roxy Film
67482.0,A New Leaf,Elkins Entertainment
67482.0,A New Leaf,Aries Productions
67482.0,A New Leaf,Elkins Productions International Corporation
66769.0,The Andromeda Strain,Universal Pictures
69089.0,Pink Flamingos,Dreamland Productions
69089.0,Pink Flamingos,New Line Cinema
69442.0,A Gorgeous Girl Like Me,Columbia Films
69442.0,A Gorgeous Girl Like Me,Les Films du Carrosse
69467.0,Cries and Whispers,Cinematograph AB
69467.0,Cries and Whispers,Svenska Filminstitutet
68240.0,Avanti!,The Mirisch Company
68240.0,Avanti!,United Artists
68240.0,Avanti!,Jalem Productions
68240.0,Avanti!,Phalanx Productions
68240.0,Avanti!,PEA
69404.0,Travels with My Aunt,Metro-Goldwyn-Mayer
68326.0,Butterflies Are Free,Frankovich Productions
68326.0,Butterflies Are Free,Columbia Pictures
68161.0,The Dawns Here Are Quiet,Gorky Film Studios
68327.0,Cabaret,Allied Artists Pictures
68327.0,Cabaret,ABC Pictures
70849.0,Last Tango in Paris,United Artists
70849.0,Last Tango in Paris,Les Productions Artistes Associés
70849.0,Last Tango in Paris,PEA
70694.0,"Silent Night, Bloody Night",Zora Investments Associates
70694.0,"Silent Night, Bloody Night",Armor Films Inc.
70694.0,"Silent Night, Bloody Night",Jeffrey Konvitz Productions
70694.0,"Silent Night, Bloody Night",Cannon Group
69489.0,Wedding in White,Dermet
69489.0,Wedding in White,Cinépix Film Properties (CFP)
68278.0,The Bitter Tears of Petra von Kant,Tango Film
68278.0,The Bitter Tears of Petra von Kant,Filmverlag der Autoren
68284.0,Blacula,American International Pictures
68284.0,Blacula,Power Productions
68833.0,The Last House on the Left,Lobster Enterprises
68833.0,The Last House on the Left,Sean S. Cunningham Films
68833.0,The Last House on the Left,The Night Co.
68611.0,Frenzy,Universal Pictures
68611.0,Frenzy,Alfred J. Hitchcock Productions
68361.0,The Discreet Charm of the Bourgeoisie,Greenwich Film Production
68361.0,The Discreet Charm of the Bourgeoisie,20th Century Fox
68828.0,Lady Sings the Blues,Weston Productions
68828.0,Lady Sings the Blues,Jobete Productions
68828.0,Lady Sings the Blues,Motown Productions
68828.0,Lady Sings the Blues,Paramount
68828.0,Lady Sings the Blues,Sidney J. Furie Productions
70698.0,Sisters,Pressman-Williams
70698.0,Sisters,American International Pictures
68273.0,The Big Bird Cage,New World Pictures
69995.0,Don't Look Now,Eldorado Films
69995.0,Don't Look Now,Casey Productions
70047.0,The Exorcist,Hoya Productions
70047.0,The Exorcist,Warner Bros. Pictures
70917.0,The Wicker Man,British Lion Films
70917.0,The Wicker Man,Warner Bros. Pictures
70040.0,The Spirit of the Beehive,Elías Querejeta P. C.
70040.0,The Spirit of the Beehive,Jacel Desposito
70300.0,Lemora: A Child's Tale of the Supernatural,Blackfern
70510.0,Paper Moon,The Directors Company
70510.0,Paper Moon,Saticoy Productions
70510.0,Paper Moon,Paramount
70608.0,Robin Hood,Walt Disney Productions
70294.0,The Legend of Hell House,Academy Pictures
70294.0,The Legend of Hell House,20th Century Fox
70460.0,Day for Night,Les Films du Carrosse
70460.0,Day for Night,Productions et Éditions Cinématographiques Françaises
70460.0,Day for Night,Produzione Intercontinentale Cinematografica (PIC)
68370.0,Children Shouldn't Play with Dead Things,Geneni Film Distributors
158714.0,Lady Snowblood,"Tokyo Eiga Co., Ltd."
158714.0,Lady Snowblood,Toho
69754.0,The Baby,Quintet Productions
70842.0,Turkish Delight,Verenigde Nederlandsche Filmcompagnie (VNF)
69895.0,The Crazies,Pittsburgh Films
70782.0,Terminal Island,Dimension Pictures
69745.0,Female Vampire,Général Films
69745.0,Female Vampire,Eurociné
66914.0,A Virgin Among the Living Dead,Comptoir Français du Film Production (CFFP)
66914.0,A Virgin Among the Living Dead,Prodif Ets.
66914.0,A Virgin Among the Living Dead,J.K. Films
66914.0,A Virgin Among the Living Dead,Brux International Pictures
70453.0,Wedding in Blood,Italian International Film
70453.0,Wedding in Blood,Les Films de la Boétie
71935.0,The Odessa File,John Woolf Productions
71935.0,The Odessa File,Columbia Pictures
71115.0,Alice Doesn't Live Here Anymore,Warner Bros. Pictures
71222.0,Black Christmas,August Films
71222.0,Black Christmas,Film Funding Ltd. of Canada
71222.0,Black Christmas,Vision IV
71222.0,Black Christmas,Canadian Film Development Corporation (CFDC)
71222.0,Black Christmas,Famous Players
71141.0,Ali: Fear Eats the Soul,Tango Film
71141.0,Ali: Fear Eats the Soul,Filmverlag der Autoren
71402.0,Death Wish,Paramount
71402.0,Death Wish,Landers-Roberts Productions
71402.0,Death Wish,Dino de Laurentiis Cinematografica
72979.0,Female Trouble,Dreamland
72979.0,Female Trouble,Saliva Films
71517.0,Foxy Brown,American International Pictures
72325.0,Truck Turner,American International Pictures
72325.0,Truck Turner,Sequoia Pictures
71464.0,Emmanuelle,Orphée Productions
71464.0,Emmanuelle,Trinacra Films
72417.0,A Woman Under the Influence,Faces International Films
71690.0,"Je, Tu, Il, Elle",Paradise Films
71690.0,"Je, Tu, Il, Elle",French Ministry of Foreign Affairs
70003.0,Dracula,Latglen Ltd.
72354.0,Vampyres,Lurco Films
71110.0,Airport 1975,Universal Pictures
69729.0,The Arena,Rover Film
69729.0,The Arena,New World Pictures
69729.0,The Arena,San Jacinto Productions
69729.0,The Arena,Dany Film
71233.0,Blood for Dracula,Compagnia Cinematografica Champion
71233.0,Blood for Dracula,Andy Warhol Productions
73076.0,Grey Gardens,Portrait Films
73629.0,The Rocky Horror Picture Show,Michael White Productions
73629.0,The Rocky Horror Picture Show,20th Century Fox
73195.0,Jaws,Zanuck/Brown Productions
73195.0,Jaws,Universal Pictures
71798.0,The Maids,The American Film Theatre
71798.0,The Maids,Cine Films Inc.
